day_of_year,Name,Median occupancy rate,Max occupancy rate,Min occupancy rate,Median beds open,Max beds open,Min beds open,Median beds occupied,Max beds occupied,Min beds occupied,Median critical care beds occupancy rate,Max critical care beds occupancy rate,Min critical care beds occupancy rate,Median no. beds occupied by long-stay patients (> 7 days),Max no. beds occupied by long-stay patients (> 7 days),Min no. beds occupied by long-stay patients (> 7 days),Median no. beds occupied by long-stay patients (> 21 days),Max no. beds occupied by long-stay patients (> 21 days),Min no. beds occupied by long-stay patients (> 21 days)
2022-01-18,St George's Healthcare NHS Trust,0.9465380532755008,0.9531963470319634,0.9398797595190381,937,998,876,886.5,938,835,0.9372641509433962,0.95,0.9245283018867925,NA,NA,NA,NA,NA,NA
2022-01-18,St George's University Hospitals NHS Foundation Trust,0,0,0,847,855,825,833,840,791,0.9298245614035088,1,0.9166666666666666,317,343,300,127,133,102
2022-01-18,St Helens and Knowsley Hospital Services NHS Trust,0,0,0,694,694,694,672,672,672,1,1,1,312,312,312,113,113,113
2022-01-18,St Helens And Knowsley Hospital Services NHS Trust,0,0,0,695,695,695,664,664,664,1,1,1,374,374,374,168,168,168
2022-01-18,St Helens And Knowsley Hospitals NHS Trust,0.9648332543069384,0.9912280701754386,0.9384384384384384,675,684,666,651.5,678,625,0.9642857142857143,1,0.9285714285714286,NA,NA,NA,NA,NA,NA
2022-01-18,St Helens and Knowsley Teaching Hospitals NHS Trust,0,0,0,696,696,696,681,681,681,1,1,1,323,323,323,132,132,132
2022-01-18,Stockport NHS Foundation Trust,0,0.9419889502762431,0,724,770,622,682,714,589,0.9230769230769231,1,0.8461538461538461,NA,NA,NA,NA,NA,NA
2022-01-18,Surrey and Sussex Healthcare NHS Trust,0,0,0,658.5,690,627,641,683,599,1,1,1,336.5,344,329,135.5,142,129
2022-01-18,Surrey And Sussex Healthcare NHS Trust,0.9729299363057324,1,0,626,628,624,618,626,611,1,1,0.9375,NA,NA,NA,NA,NA,NA
2022-01-18,Tameside and Glossop Integrated Care NHS Foundation Trust,0,0,0,446,449,443,437,438,436,0.9444444444444444,1,0.8888888888888888,191.5,196,187,72.5,81,64
2022-01-18,Tameside And Glossop Integrated Care NHS Foundation Trust,0,0,0,436,436,436,428,428,428,1,1,1,231,231,231,93,93,93
2022-01-18,Tameside Hospital NHS Foundation Trust,0.9946735034176304,0.9979123173277662,0.9914346895074947,473,479,467,470.5,478,463,0.9444444444444444,1,0.8888888888888888,NA,NA,NA,NA,NA,NA
2022-01-18,Taunton and Somerset NHS Foundation Trust,0,0,0,603.5,604,603,562.5,582,543,0.625,0.6666666666666666,0.5833333333333334,246.5,257,236,72.5,78,67
2022-01-18,Taunton And Somerset NHS Foundation Trust,0.888045540796964,0.9099099099099099,0,555,582,527,505,546,468,0.75,1,0.5833333333333334,NA,NA,NA,NA,NA,NA
2022-01-18,The Christie NHS Foundation Trust,0.9139942590820704,0.9329608938547486,0.8950276243093923,180,181,179,164.5,167,162,0.5625,0.75,0.375,NA,NA,NA,NA,NA,NA
2022-01-18,The Dudley Group NHS Foundation Trust,0,0.9386331938633193,0,680,717,646,641,673,599,0.85,1,0.55,NA,NA,NA,NA,NA,NA
2022-01-18,The Hillingdon Hospitals NHS Foundation Trust,0,1,0,412,443,348,389,435,348,1,1,0.8888888888888888,NA,NA,NA,NA,NA,NA
2022-01-18,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,0,0.9160671462829736,0,1534,1668,1456,1363,1528,1202,0.8372093023255814,0.9534883720930233,0.7674418604651163,NA,NA,NA,NA,NA,NA
2022-01-18,The Princess Alexandra Hospital NHS Trust,0.8810068649885584,1,0,390,437,385,388,401,385,0.9,1,0.7,NA,NA,NA,NA,NA,NA
2022-01-18,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",0,0.9951690821256038,0,416,432,410,412,418,395,0.6923076923076923,0.8461538461538461,0.6666666666666666,NA,NA,NA,NA,NA,NA
2022-01-18,The Robert Jones And Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,0.849805798307671,0.8539325842696629,0.845679012345679,170,178,162,144.5,152,137,0.8,0.8,0.8,NA,NA,NA,NA,NA,NA
2022-01-18,The Rotherham NHS Foundation Trust,0,0.9906759906759907,0,418,429,403,401,425,386,0.6923076923076923,0.9285714285714286,0.6153846153846154,NA,NA,NA,NA,NA,NA
2022-01-18,The Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust,0,0,0,606,616,596,513,519,507,0.75,0.75,0.75,248.5,255,242,91,98,84
2022-01-18,The Royal Bournemouth And Christchurch Hospitals NHS Foundation Trust,0.9023972602739726,0.924006908462867,0,584,592,579,527,535,522,0.75,0.8333333333333334,0.5833333333333334,NA,NA,NA,NA,NA,NA
2022-01-18,The Royal Marsden NHS Foundation Trust,0.8055555555555556,0.8402777777777778,0.7708333333333334,168,192,144,134.5,148,121,0.625,0.625,0.625,NA,NA,NA,NA,NA,NA
2022-01-18,The Royal Wolverhampton NHS Trust,0,0.9286675639300135,0,753,762,732,695,715,690,0.6428571428571429,0.75,0.6071428571428571,NA,NA,NA,NA,NA,NA
2022-01-18,The Walton Centre NHS Foundation Trust,0.897887323943662,0.9577464788732394,0.8380281690140845,142,142,142,127.5,136,119,0.825,0.85,0.8,NA,NA,NA,NA,NA,NA
2022-01-18,The Whittington Hospital NHS Trust,NA,NA,NA,239,243,235,237.5,242,233,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-01-18,Torbay and South Devon NHS Foundation Trust,0,0,0,371,384,358,350,370,330,0.44999999999999996,0.7,0.2,127,129,125,23.5,24,23
2022-01-18,Torbay And South Devon NHS Foundation Trust,0,0,0,366,366,366,336,336,336,0.9,0.9,0.9,136,136,136,21,21,21
2022-01-18,United Lincolnshire Hospitals NHS Trust,0,0.984015984015984,0,974,1001,945,944,985,881,0.78125,0.90625,0.6774193548387096,NA,NA,NA,NA,NA,NA
2022-01-18,University College London Hospitals NHS Foundation Trust,0,0.7708533077660594,0,972,1114,740,742,804,617,0.8125,0.8461538461538461,0.7076923076923077,NA,NA,NA,NA,NA,NA
2022-01-18,University Hospital Of South Manchester NHS Foundation Trust,0.9034068753606912,0.9136212624584718,0.8931924882629108,877.5,903,852,793,825,761,0.8902439024390244,1,0.7804878048780488,NA,NA,NA,NA,NA,NA
2022-01-18,University Hospital Southampton NHS Foundation Trust,0,0.9902200488997555,0,1203,1227,1068,1159,1215,967,0.9206349206349206,0.9649122807017544,0.7592592592592593,NA,NA,NA,NA,NA,NA
2022-01-18,University Hospitals Birmingham NHS Foundation Trust,0,0.9981308411214953,0,1070,2458,1063,1068,2404,1059,0.9452054794520548,1,0.7238095238095238,NA,NA,NA,NA,NA,NA
2022-01-18,University Hospitals Bristol NHS Foundation Trust,0,0.9358974358974359,0,844,866,697,784,803,641,0.8727272727272727,1,0.8545454545454545,NA,NA,NA,NA,NA,NA
2022-01-18,University Hospitals Coventry and Warwickshire NHS Trust,0,0,0,1115,1117,1113,1071.5,1074,1069,1,1,1,472.5,529,416,186,217,155
2022-01-18,University Hospitals Coventry And Warwickshire NHS Trust,0.9770114942528736,0.9823477493380406,0,1131,1133,1108,1105,1113,1069,1,1,1,NA,NA,NA,NA,NA,NA
2022-01-18,University Hospitals of Derby and Burton NHS Foundation Trust,0,0,0,1432,1447,1417,1303,1331,1275,0.7090909090909091,0.8181818181818182,0.6,560.5,566,555,188.5,189,188
2022-01-18,University Hospitals of Leicester NHS Trust,0,0,0,1573,1585,1561,1451,1482,1420,0.6728395061728395,0.7037037037037037,0.6419753086419753,581,613,549,171,192,150
2022-01-18,University Hospitals Of Leicester NHS Trust,0.9067901234567901,0.9423990498812351,0,1673,1684,1620,1581,1587,1469,0.8,0.8375,0.7875,NA,NA,NA,NA,NA,NA
2022-01-18,University Hospitals of Morecambe Bay NHS Foundation Trust,0,0,0,645.5,646,645,600.5,612,589,0.8214285714285714,0.8571428571428571,0.7857142857142857,283,303,263,106.5,118,95
2022-01-18,University Hospitals Of Morecambe Bay NHS Foundation Trust,0.9697841726618706,0.9928366762177651,0,695,698,660,674,693,628,0.8571428571428571,1,0.7857142857142857,NA,NA,NA,NA,NA,NA
2022-01-18,University Hospitals of North Midlands NHS Trust,0,0,0,1403,1437,1369,1347.5,1394,1301,0.8963414634146342,0.926829268292683,0.8658536585365854,611.5,626,597,224,243,205
2022-01-18,University Hospitals Of North Midlands NHS Trust,0.9786293294030951,0.9864559819413092,0,1357,1397,1329,1328,1344,1311,0.8414634146341463,0.9125,0.8125,NA,NA,NA,NA,NA,NA
2022-01-18,University Hospitals Plymouth NHS Trust,0,0,0,846,851,841,829.5,835,824,0.7380952380952381,0.7857142857142857,0.6904761904761905,335.5,346,325,98,115,81
2022-01-18,Walsall Healthcare NHS Trust,1,1,0,525,544,445,506,544,442,0.8461538461538461,1,0.6923076923076923,NA,NA,NA,NA,NA,NA
2022-01-18,Warrington and Halton Hospitals NHS Foundation Trust,0,0,0,543,544,542,482,482,482,1,1,1,261.5,267,256,110,111,109
2022-01-18,Warrington And Halton Hospitals NHS Foundation Trust,0.8858131487889274,0.9047619047619048,0,588,591,578,528,532,512,0.9444444444444444,1,0.6111111111111112,NA,NA,NA,NA,NA,NA
2022-01-18,West Hertfordshire Hospitals NHS Trust,0,0.9126074498567335,0,696,704,670,635,641,619,0.8888888888888888,1,0.5789473684210527,NA,NA,NA,NA,NA,NA
2022-01-18,West Suffolk NHS Foundation Trust,0,0.9736263736263736,0,446,455,401,437,443,388,0.7777777777777778,0.8888888888888888,0.6666666666666666,NA,NA,NA,NA,NA,NA
2022-01-18,Western Sussex Hospitals NHS Foundation Trust,0,0.9839400428265525,0,905,934,863,849,919,787,0.8181818181818182,0.9545454545454546,0.7272727272727273,NA,NA,NA,NA,NA,NA
2022-01-18,Weston Area Health NHS Trust,0.9730769230769231,1,0,272,275,260,269,275,253,0.8,1,0.6,NA,NA,NA,NA,NA,NA
2022-01-18,Whittington Health NHS Trust,0,0,0,259.5,272,247,256,268,244,0.8500000000000001,0.9,0.8,106.5,113,100,36.5,39,34
2022-01-18,Wirral University Teaching Hospital NHS Foundation Trust,0,0.9973718791064389,0,817,826,761,810,819,759,0.8888888888888888,1,0.8333333333333334,NA,NA,NA,NA,NA,NA
2022-01-18,Worcestershire Acute Hospitals NHS Trust,0,0.998661311914324,0,738,777,703,729,756,695,0.9230769230769231,0.9615384615384616,0.7307692307692307,NA,NA,NA,NA,NA,NA
2022-01-18,"Wrightington, Wigan and Leigh NHS Foundation Trust",0.5,1,0,434.5,437,432,430,432,428,0.8636363636363636,0.9090909090909091,0.8181818181818182,164.5,170,159,48,53,43
2022-01-18,"Wrightington, Wigan And Leigh NHS Foundation Trust",0.9550561797752809,0.9739130434782609,0,452,460,445,438,448,425,0.7272727272727273,0.8181818181818182,0.36363636363636365,NA,NA,NA,NA,NA,NA
2022-01-18,Wye Valley NHS Trust,0.9134199134199135,1,0,240,270,231,219,268,202,1,1,0.8333333333333334,NA,NA,NA,NA,NA,NA
2022-01-18,Yeovil District Hospital NHS Foundation Trust,0,0.99079754601227,0,345,351,326,322,331,313,0.8,1,0.8,NA,NA,NA,NA,NA,NA
2022-01-18,York Teaching Hospital NHS Foundation Trust,0,0.9207317073170732,0,952,1014,817,857,926,737,0.8888888888888888,1,0.7368421052631579,NA,NA,NA,NA,NA,NA
2022-01-19,Aintree University Hospital NHS Foundation Trust,0.48474341192787795,0.9745989304812834,0,776,812,721,742.5,783,699,0.8695652173913043,0.9565217391304348,0.782608695652174,NA,NA,NA,NA,NA,NA
2022-01-19,Airedale NHS Foundation Trust,0,0.9460227272727273,0,357,359,352,339,350,331,1,1,0.42857142857142855,NA,NA,NA,NA,NA,NA
2022-01-19,Alder Hey Children's NHS Foundation Trust,0,0.8907563025210085,0,189,238,178,154,212,138,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-01-19,Ashford and St Peter's Hospitals NHS Foundation Trust,0,0,0,469.5,485,454,450,480,420,0.5769230769230769,0.6923076923076923,0.46153846153846156,234,270,198,87.5,98,77
2022-01-19,Ashford And St Peter's Hospitals NHS Foundation Trust,0.9814385150812065,0.9880952380952381,0,431,469,420,415,423,412,0.7692307692307693,1,0.6923076923076923,NA,NA,NA,NA,NA,NA
2022-01-19,"Barking, Havering and Redbridge University Hospitals NHS Trust",0,0,0,940,954,926,921.5,934,909,0.8557692307692308,0.9038461538461539,0.8076923076923077,411.5,435,388,166,170,162
2022-01-19,"Barking, Havering And Redbridge University Hospitals NHS Trust",0.9887005649717514,0.9934272300469483,0,1062,1065,911,1050,1058,804,0.9615384615384616,0.9655172413793104,0.9137931034482759,NA,NA,NA,NA,NA,NA
2022-01-19,Barnsley Hospital NHS Foundation Trust,0,0.9848866498740554,0,412,447,397,391,432,372,0.6363636363636364,0.8181818181818182,0.36363636363636365,NA,NA,NA,NA,NA,NA
2022-01-19,Barts Health NHS Trust,0,0.963527851458886,0,1582,1756,1508,1494,1687,1412,0.8962264150943396,0.9166666666666666,0.7961165048543689,NA,NA,NA,NA,NA,NA
2022-01-19,Basildon and Thurrock University Hospitals NHS Foundation Trust,0,0,0,690,690,690,684.5,689,680,0.7794117647058824,0.9411764705882353,0.6176470588235294,282,302,262,91.5,104,79
2022-01-19,Basildon And Thurrock University Hospitals NHS Foundation Trust,1,1,0.991869918699187,738,762,715,732,762,715,0.8529411764705882,0.9705882352941176,0.8529411764705882,NA,NA,NA,NA,NA,NA
2022-01-19,Bedford Hospital NHS Trust,0,0.9783783783783784,0,391,407,370,370,401,353,0.7272727272727273,0.8181818181818182,0.5454545454545454,NA,NA,NA,NA,NA,NA
2022-01-19,Birmingham Children's Hospital NHS Foundation Trust,0.8898305084745762,0.8940677966101694,0.885593220338983,236,236,236,210,211,209,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-01-19,Birmingham Women's and Children's NHS Foundation Trust,0,0,0,271.5,278,265,223,236,210,0.5,1,0,21.5,25,18,11,11,11
2022-01-19,Birmingham Women's And Children's NHS Foundation Trust,0,0,0,248,248,248,226,226,226,0.5,0.5,0.5,118,118,118,71,71,71
2022-01-19,Birmingham Women's NHS Foundation Trust,0.575,0.625,0.525,40,40,40,23,25,21,0.375,0.5,0.25,NA,NA,NA,NA,NA,NA
2022-01-19,Blackpool Teaching Hospitals NHS Foundation Trust,0,0.9735516372795969,0,759,800,685,733,773,645,0.8529411764705882,0.9411764705882353,0.5882352941176471,NA,NA,NA,NA,NA,NA
2022-01-19,Bolton NHS Foundation Trust,0,1,0,605,625,478,560,601,478,1,1,0.8333333333333334,NA,NA,NA,NA,NA,NA
2022-01-19,Bradford Teaching Hospitals NHS Foundation Trust,0,0.9759206798866855,0,706,728,620,681,697,607,0.8125,0.9375,0.6875,NA,NA,NA,NA,NA,NA
2022-01-19,Brighton and Sussex University Hospitals NHS Trust,0,0,0,880,896,864,860,883,837,0.9042553191489362,0.9148936170212766,0.8936170212765957,482.5,518,447,203,242,164
2022-01-19,Brighton And Sussex University Hospitals NHS Trust,0.9645120405576679,0.9739027283511269,0,829,843,789,787,821,761,0.8269230769230769,0.8936170212765957,0.7843137254901961,NA,NA,NA,NA,NA,NA
2022-01-19,Buckinghamshire Healthcare NHS Trust,0.9876760563380281,1,0,573,577,464,559,567,464,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-01-19,Burton Hospitals NHS Foundation Trust,0.997134670487106,1,0,354,367,349,348,367,348,0.9,1,0.3,NA,NA,NA,NA,NA,NA
2022-01-19,Calderdale and Huddersfield NHS Foundation Trust,0,0,0,654.5,660,649,595,601,589,0.8076923076923077,0.8461538461538461,0.7692307692307693,273.5,286,261,104.5,108,101
2022-01-19,Calderdale And Huddersfield NHS Foundation Trust,0.8869047619047619,0.9365079365079365,0,690,693,672,596,649,595,0.7692307692307693,1,0.7692307692307693,NA,NA,NA,NA,NA,NA
2022-01-19,Cambridge University Hospitals NHS Foundation Trust,0,0.9909443725743855,0,963,972,771,846,912,763,0.9,0.9661016949152542,0.7846153846153846,NA,NA,NA,NA,NA,NA
2022-01-19,Central Manchester University Hospitals NHS Foundation Trust,0.8975738191231044,0.9381270903010034,0.8570205479452054,1182,1196,1168,1061.5,1122,1001,0.908538535337384,0.9491525423728814,0.8679245283018868,NA,NA,NA,NA,NA,NA
2022-01-19,Chelsea and Westminster Hospital NHS Foundation Trust,0,0,0,676.5,702,651,611,619,603,0.95,0.95,0.95,387.5,420,355,120,123,117
2022-01-19,Chelsea And Westminster Hospital NHS Foundation Trust,0.9681742043551089,0.9971830985915493,0,695,710,597,644,708,578,0.8,1,0.7727272727272727,NA,NA,NA,NA,NA,NA
2022-01-19,Chesterfield Royal Hospital NHS Foundation Trust,0,0.946983546617916,0,519,567,477,477,553,449,0.9333333333333333,1,0.8666666666666667,NA,NA,NA,NA,NA,NA
2022-01-19,City Hospitals Sunderland NHS Foundation Trust,0.421957671957672,0.897986577181208,0,747,756,745,641.5,669,626,0.8055555555555556,0.8888888888888888,0.7222222222222222,NA,NA,NA,NA,NA,NA
2022-01-19,Colchester Hospital University NHS Foundation Trust,0.9857651245551602,0.9965986394557823,0,588,594,562,575,586,554,0.7692307692307693,0.7692307692307693,0.7692307692307693,NA,NA,NA,NA,NA,NA
2022-01-19,Countess of Chester Hospital NHS Foundation Trust,0,0,0,472,474,470,452.5,460,445,0.7333333333333334,0.8,0.6666666666666666,266,289,243,113.5,120,107
2022-01-19,Countess Of Chester Hospital NHS Foundation Trust,0.9308755760368663,0.9919517102615694,0,497,508,434,481,493,404,0.8,1,0.7333333333333333,NA,NA,NA,NA,NA,NA
2022-01-19,County Durham and Darlington NHS Foundation Trust,0,0,0,894,900,888,774.5,779,770,0.8571428571428571,0.9523809523809523,0.7619047619047619,329.5,339,320,97.5,99,96
2022-01-19,County Durham And Darlington NHS Foundation Trust,0.8803131991051454,0.8986175115207373,0,894,900,868,787,814,780,0.8,0.8095238095238095,0.6666666666666666,NA,NA,NA,NA,NA,NA
2022-01-19,Croydon Health Services NHS Trust,0,1,0,466,519,434,465,518,434,0.9285714285714286,1,0.6428571428571429,NA,NA,NA,NA,NA,NA
2022-01-19,Dartford and Gravesham NHS Trust,0,0,0,540.5,570,511,501.5,513,490,0.9,1,0.8,246.5,255,238,91.5,98,85
2022-01-19,Dartford And Gravesham NHS Trust,0.946360153256705,0.9597701149425287,0,522,522,522,494,501,484,0.9,1,0.9,NA,NA,NA,NA,NA,NA
2022-01-19,Derby Hospitals NHS Foundation Trust,0.9315257352941176,0.9705882352941176,0.8924632352941176,1020,1088,952,947.5,971,924,0.8597222222222223,0.875,0.8444444444444444,NA,NA,NA,NA,NA,NA
2022-01-19,Derby Teaching Hospitals NHS Foundation Trust,0,0,0,1088,1088,1088,892,892,892,0.8222222222222222,0.8222222222222222,0.8222222222222222,391,391,391,148,148,148
2022-01-19,Doncaster And Bassetlaw Hospitals NHS Foundation Trust,0.9410113671753348,0.9565789473684211,0.9254437869822485,802.5,845,760,754.5,782,727,0.96,1,0.92,NA,NA,NA,NA,NA,NA
2022-01-19,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,0,0,0,738,744,732,682.5,690,675,0.86,0.88,0.84,267.5,270,265,71.5,74,69
2022-01-19,Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,0,0,0,727,727,727,680,680,680,0.96,0.96,0.96,230,230,230,118,118,118
2022-01-19,Dorset County Hospital NHS Foundation Trust,0,0.9506172839506173,0,301,324,284,281,308,252,0.9090909090909091,1,0.375,NA,NA,NA,NA,NA,NA
2022-01-19,East and North Hertfordshire NHS Trust,0,0,0,561,562,560,551,554,548,0.8972222222222221,0.9444444444444444,0.85,218.5,259,178,60,70,50
2022-01-19,East And North Hertfordshire NHS Trust,0.9464944649446494,0.967479674796748,0,575,615,542,573,595,513,0.95,1,0.8,NA,NA,NA,NA,NA,NA
2022-01-19,East Cheshire NHS Trust,NA,NA,NA,260,323,247,253.5,318,236,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-01-19,East Kent Hospitals University NHS Foundation Trust,0,0.9691235059760956,0,1002,1015,930,941,973,849,0.8333333333333334,1,0.7857142857142857,NA,NA,NA,NA,NA,NA
2022-01-19,East Lancashire Hospitals NHS Trust,0,0.9535123966942148,0,968,979,942,923,924,899,0.9166666666666666,1,0.5416666666666666,NA,NA,NA,NA,NA,NA
2022-01-19,East Suffolk and North Essex NHS Foundation Trust,0,0,0,1192,1199,1185,1142.5,1144,1141,0.6000000000000001,0.64,0.56,422.5,465,380,123,141,105
2022-01-19,East Sussex Healthcare NHS Trust,0,0.9872881355932204,0,755,763,708,726,746,699,0.8947368421052632,0.9473684210526315,0.7368421052631579,NA,NA,NA,NA,NA,NA
2022-01-19,Epsom and St Helier University Hospitals NHS Trust,0,0,0,790.5,796,785,660.5,689,632,0.8809523809523809,0.9523809523809523,0.8095238095238095,299,320,278,119.5,129,110
2022-01-19,Epsom And St Helier University Hospitals NHS Trust,0.9889937106918238,0.9955621301775148,0,676,807,636,673,737,629,0.8636363636363636,0.9047619047619048,0.7619047619047619,NA,NA,NA,NA,NA,NA
2022-01-19,Frimley Health NHS Foundation Trust,0,0.9954614220877458,0,1322,1406,1310,1316,1373,1271,0.875,0.9583333333333334,0.7916666666666666,NA,NA,NA,NA,NA,NA
2022-01-19,Gateshead Health NHS Foundation Trust,0,0.9890590809628009,0,457,482,436,438,462,422,0.8571428571428571,1,0.4166666666666667,NA,NA,NA,NA,NA,NA
2022-01-19,George Eliot Hospital NHS Trust,0,0.9501661129568106,0,309,330,301,293,321,286,0.625,1,0.25,NA,NA,NA,NA,NA,NA
2022-01-19,Gloucestershire Hospitals NHS Foundation Trust,0,0.9717573221757322,0,956,985,945,900,929,874,0.9,1,0.8260869565217391,NA,NA,NA,NA,NA,NA
2022-01-19,Great Ormond Street Hospital For Children NHS Foundation Trust,0.9634441552626424,0.9927797833935018,0.9341085271317829,267.5,277,258,258,275,241,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-01-19,Great Western Hospitals NHS Foundation Trust,0,1,0,532,589,508,517,572,476,0.8333333333333334,0.9166666666666666,0.6666666666666666,NA,NA,NA,NA,NA,NA
2022-01-19,Guy's and St Thomas' NHS Foundation Trust,0,0,0,841,909,773,732,780,684,0.8792256142963515,0.9113924050632911,0.8470588235294118,338,343,333,131,133,129
2022-01-19,Guy's And St Thomas' NHS Foundation Trust,0.9120481927710843,0.9492924528301887,0,830,848,759,757,805,711,0.9512195121951219,0.9512195121951219,0.9390243902439024,NA,NA,NA,NA,NA,NA
2022-01-19,Hampshire Hospitals NHS Foundation Trust,0,0.9751693002257337,0,803,886,726,749,864,627,0.8333333333333334,0.875,0.6956521739130435,NA,NA,NA,NA,NA,NA
2022-01-19,Harrogate and District NHS Foundation Trust,0,0,0,298.5,300,297,258,268,248,0.625,0.625,0.625,156,157,155,55,59,51
2022-01-19,Harrogate And District NHS Foundation Trust,0.8729641693811075,0.9383116883116883,0,307,308,306,279,289,268,0.875,1,0.5,NA,NA,NA,NA,NA,NA
2022-01-19,Heart Of England NHS Foundation Trust,0.9520440251572327,0.967304625199362,0,1272,1283,1254,1213,1240,1211,0.7931034482758621,0.8275862068965517,0.7666666666666667,NA,NA,NA,NA,NA,NA
2022-01-19,Hinchingbrooke Health Care NHS Trust,0.9701893127747465,0.9852216748768473,0.9551569506726457,213,223,203,206.5,213,200,0.8888888888888888,0.8888888888888888,0.8888888888888888,NA,NA,NA,NA,NA,NA
2022-01-19,Homerton University Hospital NHS Foundation Trust,0,0.967741935483871,0,248,248,237,227,240,212,0.875,1,0.75,NA,NA,NA,NA,NA,NA
2022-01-19,Hull and East Yorkshire Hospitals NHS Trust,0,0,0,1008,1008,1008,893,893,893,0.7272727272727273,0.7272727272727273,0.7272727272727273,328,328,328,96,96,96
2022-01-19,Hull And East Yorkshire Hospitals NHS Trust,0.9045571797076526,0.9140316205533597,0,1031,1163,1012,925,1052,921,0.8260869565217391,0.86,0.6818181818181818,NA,NA,NA,NA,NA,NA
2022-01-19,Hull University Teaching Hospitals NHS Trust,0,0,0,999,999,999,937,937,937,0.5227272727272727,0.5227272727272727,0.5227272727272727,390,390,390,122,122,122
2022-01-19,Imperial College Healthcare NHS Trust,0,0.9712765957446808,0,1043,1045,940,913,937,891,0.9861111111111112,0.9905660377358491,0.9090909090909091,NA,NA,NA,NA,NA,NA
2022-01-19,Ipswich Hospital NHS Trust,0.9871589085072231,0.988135593220339,0,623,657,590,615,646,583,0.6666666666666666,0.8333333333333334,0.6666666666666666,NA,NA,NA,NA,NA,NA
2022-01-19,Isle of Wight NHS Trust,0,0,0,235.5,244,227,228,236,220,0.5,0.5,0.5,130,139,121,45.5,46,45
2022-01-19,Isle Of Wight NHS Trust,NA,NA,NA,263,265,261,253,261,245,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-01-19,James Paget University Hospitals NHS Foundation Trust,0.9881235154394299,1,0,421,447,405,416,446,366,0.75,0.75,0.6666666666666666,NA,NA,NA,NA,NA,NA
2022-01-19,Kettering General Hospital NHS Foundation Trust,0,1,0,556,623,534,548,619,517,0.9166666666666666,1,0.6666666666666666,NA,NA,NA,NA,NA,NA
2022-01-19,King's College Hospital NHS Foundation Trust,0,0.9940915805022157,0,1327,1354,1249,1316,1351,1222,0.9791666666666666,0.9801980198019802,0.96875,NA,NA,NA,NA,NA,NA
2022-01-19,Kingston Hospital NHS Foundation Trust,0.9504716981132075,1,0,396,424,371,379,403,353,0.7,0.9230769230769231,0.6428571428571429,NA,NA,NA,NA,NA,NA
2022-01-19,Lancashire Teaching Hospitals NHS Foundation Trust,0,0.9640044994375703,0,848,889,815,831,857,810,0.8387096774193549,0.9285714285714286,0.7857142857142857,NA,NA,NA,NA,NA,NA
2022-01-19,Leeds Teaching Hospitals NHS Trust,0,0.9788110653325486,0,1761,1894,1699,1709,1787,1663,0.8113207547169812,0.8421052631578947,0.7019230769230769,NA,NA,NA,NA,NA,NA
2022-01-19,Lewisham and Greenwich NHS Trust,0,0,0,895.5,921,870,878.5,908,849,0.8872549019607843,0.9411764705882353,0.8333333333333334,449.5,487,412,208,232,184
2022-01-19,Lewisham And Greenwich NHS Trust,0.975,1,0,840,845,808,819,828,808,0.9722222222222222,1,0.9705882352941176,NA,NA,NA,NA,NA,NA
2022-01-19,Liverpool Heart And Chest Hospital NHS Foundation Trust,0.8731322357088491,0.9182389937106918,0.8280254777070064,158,159,157,138,146,130,0.7901430842607313,0.8235294117647058,0.7567567567567568,NA,NA,NA,NA,NA,NA
2022-01-19,Liverpool University Hospitals NHS Foundation Trust,0,0,0,1659,1659,1659,1560,1560,1560,0.7627118644067796,0.7627118644067796,0.7627118644067796,879,879,879,407,407,407
2022-01-19,Liverpool Women's NHS Foundation Trust,0.7991596638655463,0.8571428571428571,0.7411764705882353,60,85,35,46.5,63,30,0.5,1,0,NA,NA,NA,NA,NA,NA
2022-01-19,London North West Healthcare NHS Trust,0.9824561403508771,1,0.9690721649484536,1067,1123,1026,1034,1123,1008,0.7142857142857143,0.7878787878787878,0.696969696969697,NA,NA,NA,NA,NA,NA
2022-01-19,London North West University Healthcare NHS Trust,0.5,1,0,1129,1133,1125,1120.5,1133,1108,0.7878787878787878,0.7878787878787878,0.7878787878787878,583,588,578,214,215,213
2022-01-19,Luton and Dunstable University Hospital NHS Foundation Trust,0,0,0,656.5,675,638,618,636,600,0.7777777777777778,0.7777777777777778,0.7777777777777778,265.5,268,263,88,91,85
2022-01-19,Luton And Dunstable University Hospital NHS Foundation Trust,0.9534109816971714,0.967687074829932,0,601,638,588,573,592,569,0.7777777777777778,0.7916666666666666,0.7222222222222222,NA,NA,NA,NA,NA,NA
